id,status,changetime,description,reporter,story_priority,resolution,time,remaining_time,summary,keywords,drp_resources,milestone,owner,rd_points,sprint,type
74,closed,2015-12-04 23:21:26.498865+00:00,,po,,,2015-12-03 01:09:26.167561+00:00,,Criar ws para operações GET para tipo de hospedagem;,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
75,closed,2015-12-04 23:21:27.423267+00:00,,po,,,2015-12-03 01:09:36.871497+00:00,,Testes,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
76,closed,2015-12-04 23:21:27.871146+00:00,,po,,,2015-12-03 01:09:52.653577+00:00,,Criar ws para operações POST para tipo de hospedagem;,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
77,closed,2015-12-04 23:21:28.862728+00:00,,po,,,2015-12-03 01:10:02.058234+00:00,,Testes,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
78,closed,2015-12-04 23:21:29.687101+00:00,,po,,,2015-12-03 01:10:13.347411+00:00,,Criar ws para operações PUT para tipo de hospedagem,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
79,closed,2015-12-04 23:21:30.665312+00:00,,po,,,2015-12-03 01:10:22.154234+00:00,,Testes,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
80,closed,2015-12-04 23:21:31.502089+00:00,,po,,,2015-12-03 01:10:37.398377+00:00,,Criar ws para operações DELETE para tipo de hospedagem;,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
81,closed,2015-12-04 23:21:32.310293+00:00,,po,,,2015-12-03 01:10:55.990418+00:00,,Testes,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
82,closed,2015-12-04 23:21:33.895943+00:00,,po,,,2015-12-03 01:11:08.289704+00:00,,Publicar webservice na AWS,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
83,reopened,2015-12-04 23:26:33.990372+00:00,,po,,,2015-12-03 01:11:16.444649+00:00,,Testes,,,milestone1,Jaqueline / Vitor,,SPRINT 2,task
84,new,2015-12-04 23:20:24.191120+00:00,Criação de interface para cadastro de avaliações,po,,,2015-12-03 01:11:47.774671+00:00,,"Como administrador do sistema, desejo realizar cadastros de tipos de avaliação através de interface visual",,,milestone1,Everton,8,SPRINT 2,story
85,closed,2015-12-04 23:20:29.895965+00:00,,po,,,2015-12-03 01:12:02.748321+00:00,,Desenvolver a interface para consumos dos serviços referentes a avaliação;,,,milestone1,Everton,,SPRINT 2,task
86,new,2015-12-04 23:20:32.862464+00:00,,po,,,2015-12-03 01:12:17.151239+00:00,,Desenvolver funcionalidades de consumo dos serviços criados,,,milestone1,Everton,,SPRINT 2,task
87,new,2015-12-04 23:20:39.614302+00:00,,po,,,2015-12-03 01:40:58.043952+00:00,,Testes,,,milestone1,Everton,,SPRINT 2,task
88,new,2015-12-04 23:20:45.013824+00:00,Criação de interface para cadastro de tipos de transporte,po,,,2015-12-03 01:47:15.939028+00:00,,"Como administrador do sistema, desejo realizar cadastros de tipos de transporte através de interface visual",,,milestone1,Everton,8,SPRINT 2,story
89,closed,2015-12-04 23:20:45.899572+00:00,,po,,,2015-12-03 01:47:35.020891+00:00,,Desenvolver a interface para consumos dos serviços referentes a tipos de transporte;,,,milestone1,Everton,,SPRINT 2,task
90,new,2015-12-04 23:20:46.695862+00:00,,po,,,2015-12-03 01:48:15.973974+00:00,,Desenvolver funcionalidades de consumo dos serviços criados,,,milestone1,Everton,,SPRINT 2,task
91,new,2015-12-04 23:20:47.960006+00:00,,po,,,2015-12-03 01:48:33.416756+00:00,,Testes,,,milestone1,Everton,,SPRINT 2,task
92,new,2015-12-04 23:20:52.888620+00:00,Criação de interface para cadastro de tipos de hospedagem,po,,,2015-12-03 01:51:15.916448+00:00,,"Como administrador do sistema, desejo realizar cadastros de tipos de hospedagem através de interface visual",,,milestone1,Eduardo,8,SPRINT 2,story
93,closed,2015-12-04 23:20:54.491826+00:00,,po,,,2015-12-03 01:55:40.738476+00:00,,Desenvolver a interface para consumos dos serviços referentes a hospedagem;,,,milestone1,Eduardo,,SPRINT 2,task
94,new,2015-12-04 23:20:55.559701+00:00,,po,,,2015-12-03 02:02:28.419169+00:00,,Desenvolver funcionalidades de consumo dos serviços criados;,,,milestone1,Eduardo,,SPRINT 2,task
95,new,2015-12-04 23:21:01.576754+00:00,,po,,,2015-12-03 02:02:38.985666+00:00,,Testes,,,milestone1,Eduardo,,SPRINT 2,task
