id,status,changetime,description,reporter,story_priority,resolution,time,remaining_time,summary,keywords,drp_resources,milestone,owner,rd_points,sprint,type
119,closed,2016-02-27 01:37:27.476560+00:00,,po,,,2016-02-26 23:37:45.300097+00:00,,Criar webservice para contar registros,,,milestone1,Victor,,SPRINT 3,task
120,closed,2016-02-27 01:37:28.938559+00:00,,po,,,2016-02-26 23:37:55.822976+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Victor,,SPRINT 3,task
121,closed,2016-02-27 01:37:30.278878+00:00,,po,,,2016-02-26 23:39:09.174285+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Avaliação,,,milestone1,Paul,3,SPRINT 3,story
122,closed,2016-02-27 01:37:31.166658+00:00,,po,,,2016-02-26 23:41:07.009814+00:00,,Criar webservice para inserir,,,milestone1,Paul,,SPRINT 3,task
123,closed,2016-02-27 01:37:32.442049+00:00,,po,,,2016-02-26 23:41:16.763540+00:00,,Criar webservice para alterar,,,milestone1,Paul,,SPRINT 3,task
124,closed,2016-02-27 01:37:33.809755+00:00,,po,,,2016-02-26 23:41:27.803140+00:00,,Criar webservice para excluir,,,milestone1,Paul,,SPRINT 3,task
125,closed,2016-02-27 01:37:35.116003+00:00,,po,,,2016-02-26 23:41:40.223679+00:00,,Criar webservice para listar todos,,,milestone1,Paul,,SPRINT 3,task
126,closed,2016-02-27 01:37:36.471235+00:00,,po,,,2016-02-26 23:41:49.758107+00:00,,Criar webservice para listar por id,,,milestone1,Paul,,SPRINT 3,task
127,closed,2016-02-27 01:37:37.739694+00:00,,po,,,2016-02-26 23:42:00.300794+00:00,,Criar webservice para contar registros,,,milestone1,Paul,,SPRINT 3,task
128,closed,2016-02-27 01:37:44.852749+00:00,,po,,,2016-02-26 23:42:12.239705+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Paul,,SPRINT 3,task
129,closed,2016-02-27 01:37:46.151508+00:00,Desenvolver as operações de CRUD do webservice de Avaliações do usuário,po,Linear,,2016-02-26 23:44:27.970290+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Avaliação do Usuário,,,milestone1,Everton,3,SPRINT 3,story
131,closed,2016-02-27 01:37:50.320747+00:00,,po,,,2016-02-26 23:45:58.081754+00:00,,Criar webservice para inserir,,,milestone1,Everton,,SPRINT 3,task
132,closed,2016-02-27 01:37:51.589246+00:00,,po,,,2016-02-26 23:46:15.990926+00:00,,Criar webservice para alterar,,,milestone1,Everton,,SPRINT 3,task
133,closed,2016-02-27 01:37:51.750510+00:00,,po,,,2016-02-26 23:46:24.370672+00:00,,Criar webservice para excluir,,,milestone1,Everton,,SPRINT 3,task
134,closed,2016-02-27 01:37:51.927449+00:00,,po,,,2016-02-26 23:46:33.425496+00:00,,Criar webservice para listar todos,,,milestone1,Everton,,SPRINT 3,task
135,closed,2016-02-27 01:37:55.065523+00:00,,po,,,2016-02-26 23:46:42.200066+00:00,,Criar webservice para listar por id,,,milestone1,Everton,,SPRINT 3,task
136,closed,2016-02-27 01:37:55.252330+00:00,,po,,,2016-02-26 23:46:52.214101+00:00,,Criar webservice para contar registros,,,milestone1,Everton,,SPRINT 3,task
137,closed,2016-02-27 01:37:55.444456+00:00,,po,,,2016-02-26 23:47:02.116491+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Everton,,SPRINT 3,task
138,closed,2016-02-27 01:38:03.063929+00:00,Desenvolver as operações CRUD do webservice da classe de Especialidades,po,Linear,,2016-02-26 23:50:22.813310+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Especialidade,Especialidade,,milestone1,Jacqueline,3,SPRINT 3,story
139,closed,2016-02-27 01:38:03.966890+00:00,,po,,,2016-02-26 23:51:58.631543+00:00,,Criar webservice para inserir,,,milestone1,Jacqueline,,SPRINT 3,task
140,closed,2016-02-27 01:38:05.180619+00:00,,po,,,2016-02-26 23:52:08.088073+00:00,,Criar webservice para alterar,,,milestone1,Jacqueline,,SPRINT 3,task
141,closed,2016-02-27 01:38:05.334263+00:00,,po,,,2016-02-26 23:53:01.920736+00:00,,Criar webservice para excluir,,,milestone1,Jacqueline,,SPRINT 3,task
142,closed,2016-02-27 01:38:07.436691+00:00,,po,,,2016-02-26 23:53:57.686162+00:00,,Criar webservice para listar todos,,,milestone1,Jacqueline,,SPRINT 3,task
143,closed,2016-02-27 01:38:07.613162+00:00,,po,,,2016-02-26 23:54:07.156080+00:00,,Criar webservice para listar por id,,,milestone1,Jacqueline,,SPRINT 3,task
144,closed,2016-02-27 01:38:09.589807+00:00,,po,,,2016-02-26 23:54:16.902288+00:00,,Criar webservice para contar registros,,,milestone1,Jacqueline,,SPRINT 3,task
145,closed,2016-02-27 01:38:09.808260+00:00,,po,,,2016-02-26 23:54:26.518326+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Jacqueline,,SPRINT 3,task
146,closed,2016-02-27 01:38:09.951786+00:00,Desenvolver as operações de CRUD para o webservice,po,Linear,,2016-02-26 23:56:40.026646+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Evento,,,milestone1,Eduardo,3,SPRINT 3,story
147,closed,2016-02-27 01:38:12.571834+00:00,,po,,,2016-02-26 23:57:01.231661+00:00,,Criar webservice para inserir,,,milestone1,Eduardo,,SPRINT 3,task
148,closed,2016-02-27 01:38:13.022431+00:00,,po,,,2016-02-26 23:57:13.630443+00:00,,Criar webservice para alterar,,,milestone1,Eduardo,,SPRINT 3,task
149,closed,2016-02-27 01:38:12.818535+00:00,,po,,,2016-02-26 23:57:21.649566+00:00,,Criar webservice para excluir,,,milestone1,Eduardo,,SPRINT 3,task
150,closed,2016-02-27 01:38:13.005315+00:00,,po,,,2016-02-26 23:57:29.726926+00:00,,Criar webservice para listar todos,,,milestone1,Eduardo,,SPRINT 3,task
151,closed,2016-02-27 01:38:13.202210+00:00,,po,,,2016-02-26 23:57:39.424981+00:00,,Criar webservice para listar por id,,,milestone1,Eduardo,,SPRINT 3,task
152,closed,2016-02-27 01:38:18.087828+00:00,,po,,,2016-02-26 23:57:47.935519+00:00,,Criar webservice para contar registros,,,milestone1,Eduardo,,SPRINT 3,task
153,closed,2016-02-27 01:38:18.239284+00:00,,po,,,2016-02-26 23:57:57.790503+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Eduardo,,SPRINT 3,task
154,closed,2016-02-27 01:38:18.416757+00:00,desenvolvimento do CRUD par o serviço da classe Hospedagem,po,Linear,,2016-02-27 00:27:25.271907+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Hospedagem,Hospedagem,,milestone1,Everton,3,SPRINT 3,story
155,closed,2016-02-27 01:38:18.576288+00:00,,po,,,2016-02-27 00:27:37.236112+00:00,,Criar webservice para inserir,,,milestone1,Everton,,SPRINT 3,task
156,closed,2016-02-27 01:38:21.878164+00:00,,po,,,2016-02-27 00:27:46.759561+00:00,,Criar webservice para alterar,,,milestone1,Everton,,SPRINT 3,task
157,closed,2016-02-27 01:38:23.429777+00:00,,po,,,2016-02-27 00:27:55.364823+00:00,,Criar webservice para excluir,,,milestone1,Everton,,SPRINT 3,task
158,closed,2016-02-27 01:38:24.753937+00:00,,po,,,2016-02-27 00:28:04.157729+00:00,,Criar webservice para listar todos,,,milestone1,Everton,,SPRINT 3,task
159,closed,2016-02-27 01:38:26.000761+00:00,,po,,,2016-02-27 00:28:13.480612+00:00,,Criar webservice para listar por id,,,milestone1,Everton,,SPRINT 3,task
160,closed,2016-02-27 01:38:26.159136+00:00,,po,,,2016-02-27 00:28:23.102609+00:00,,Criar webservice para contar registros,,,milestone1,Everton,,SPRINT 3,task
161,closed,2016-02-27 01:38:28.134731+00:00,,po,,,2016-02-27 00:28:32.107201+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Everton,,SPRINT 3,task
162,closed,2016-02-27 01:38:28.513039+00:00,Desenvolvimento das operações CRUD da classe Negócios,po,Linear,,2016-02-27 00:31:01.520220+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Negócios,,,milestone1,Victor,3,SPRINT 3,story
163,closed,2016-02-27 01:38:28.514594+00:00,,po,,,2016-02-27 00:31:11.854166+00:00,,Criar webservice para inserir,,,milestone1,Victor,,SPRINT 3,task
164,closed,2016-02-27 01:38:28.504859+00:00,,po,,,2016-02-27 00:31:19.361770+00:00,,Criar webservice para alterar,,,milestone1,Victor,,SPRINT 3,task
165,closed,2016-02-27 01:38:32.325175+00:00,,po,,,2016-02-27 00:31:27.771177+00:00,,Criar webservice para excluir,,,milestone1,Victor,,SPRINT 3,task
166,closed,2016-02-27 01:38:32.497015+00:00,,po,,,2016-02-27 00:31:38.322250+00:00,,Criar webservice para listar todos,,,milestone1,Victor,,SPRINT 3,task
167,closed,2016-02-27 01:38:32.697167+00:00,,po,,,2016-02-27 00:31:46.871763+00:00,,Criar webservice para listar por id,,,milestone1,Victor,,SPRINT 3,task
168,closed,2016-02-27 01:38:32.684412+00:00,,po,,,2016-02-27 00:31:56.710477+00:00,,Criar webservice para contar registros,,,milestone1,Victor,,SPRINT 3,task
169,closed,2016-02-27 01:38:33.026089+00:00,,po,,,2016-02-27 00:32:07.871521+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Victor,,SPRINT 3,task
170,closed,2016-02-27 01:38:37.859827+00:00,Desenvolver as aplicações CRUD da classe Passeio ,po,Linear,,2016-02-27 00:49:16.892743+00:00,,Como desenvolvedor desejo implementar o Webservice RestFul: Classe Passeio,Passeio,,milestone1,Paul,3,SPRINT 3,story
171,closed,2016-02-27 01:38:38.046697+00:00,,po,,,2016-02-27 00:51:31.256032+00:00,,Criar webservice para inserir,,,milestone1,Paul,,SPRINT 3,task
172,closed,2016-02-27 01:38:38.059044+00:00,,po,,,2016-02-27 00:51:42.667914+00:00,,Criar webservice para alterar,,,milestone1,Paul,,SPRINT 3,task
173,closed,2016-02-27 01:38:38.241021+00:00,,po,,,2016-02-27 00:51:53.014097+00:00,,Criar webservice para excluir,,,milestone1,Paul,,SPRINT 3,task
174,closed,2016-02-27 01:38:44.439633+00:00,,po,,,2016-02-27 00:52:10.196832+00:00,,Criar webservice para listar todos,,,milestone1,Paul,,SPRINT 3,task
175,closed,2016-02-27 01:38:46.587973+00:00,,po,,,2016-02-27 00:52:21.753633+00:00,,Criar webservice para listar por id,,,milestone1,Paul,,SPRINT 3,task
176,closed,2016-02-27 01:38:47.945824+00:00,,po,,,2016-02-27 00:52:38.709036+00:00,,Criar webservice para contar registros,,,milestone1,Paul,,SPRINT 3,task
177,closed,2016-02-27 01:38:48.105506+00:00,,po,,,2016-02-27 00:53:07.404069+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Paul,,SPRINT 3,task
178,closed,2016-02-27 01:38:49.383744+00:00,Desenvolver as operações CRUD da classe Percurso,po,Linear,,2016-02-27 00:56:26.622979+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Percurso,Percurso,,milestone1,Wellington,3,SPRINT 3,story
179,closed,2016-02-27 01:38:50.968275+00:00,,po,,,2016-02-27 00:58:14.683297+00:00,,Criar webservice para inserir,,,milestone1,Wellington,,SPRINT 3,task
180,closed,2016-02-27 01:38:51.151686+00:00,,po,,,2016-02-27 00:59:11.325563+00:00,,Criar webservice para alterar,,,milestone1,Wellington,,SPRINT 3,task
181,closed,2016-02-27 01:38:51.323103+00:00,,po,,,2016-02-27 00:59:21.165340+00:00,,Criar webservice para excluir,,,milestone1,Wellington,,SPRINT 3,task
182,closed,2016-02-27 01:38:52.542233+00:00,,po,,,2016-02-27 00:59:29.250967+00:00,,Criar webservice para listar todos,,,milestone1,Wellington,,SPRINT 3,task
183,closed,2016-02-27 01:38:55.615321+00:00,,po,,,2016-02-27 00:59:37.659979+00:00,,Criar webservice para listar por id,,,milestone1,Wellington,,SPRINT 3,task
184,closed,2016-02-27 01:38:55.796748+00:00,,po,,,2016-02-27 00:59:46.397947+00:00,,Criar webservice para contar registros,,,milestone1,Wellington,,SPRINT 3,task
185,closed,2016-02-27 01:38:56.279361+00:00,,po,,,2016-02-27 00:59:58.142694+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Wellington,,SPRINT 3,task
186,closed,2016-02-27 01:38:56.091045+00:00,Desenvolver as aplicações de CRUD da classe Interesse,po,Linear,,2016-02-27 01:02:40.833501+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Ponto de Interesse,Interesse,,milestone1,Eduardo,3,SPRINT 3,story
187,new,2016-02-27 01:02:52.995408+00:00,,po,,,2016-02-27 01:02:52.995408+00:00,,Criar webservice para inserir,,,milestone1,Eduardo,,SPRINT 3,task
188,new,2016-02-27 01:03:01.085880+00:00,,po,,,2016-02-27 01:03:01.085880+00:00,,Criar webservice para alterar,,,milestone1,Eduardo,,SPRINT 3,task
189,closed,2016-02-27 01:39:07.427026+00:00,,po,,,2016-02-27 01:03:10.334153+00:00,,Criar webservice para excluir,,,milestone1,Eduardo,,SPRINT 3,task
190,closed,2016-02-27 01:39:07.010608+00:00,,po,,,2016-02-27 01:03:21.034077+00:00,,Criar webservice para listar todos,,,milestone1,Eduardo,,SPRINT 3,task
191,closed,2016-02-27 01:39:07.434530+00:00,,po,,,2016-02-27 01:03:31.469251+00:00,,Criar webservice para listar por id,,,milestone1,Eduardo,,SPRINT 3,task
192,closed,2016-02-27 01:39:08.559648+00:00,,po,,,2016-02-27 01:03:40.278733+00:00,,Criar webservice para contar registros,,,milestone1,Eduardo,,SPRINT 3,task
193,closed,2016-02-27 01:39:07.604114+00:00,,po,,,2016-02-27 01:04:03.609892+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Eduardo,,SPRINT 3,task
194,closed,2016-02-27 01:39:09.036378+00:00,Desenvolver as operações CRUD para a classe preferencia de usuário,po,Linear,,2016-02-27 01:05:26.397064+00:00,,Como desenvolvedor desejo implementar o Webservice RestFul: Classe Preferências do Usuário,Usuário,,milestone1,Jacqueline,3,SPRINT 3,story
195,closed,2016-02-27 01:39:07.265428+00:00,,po,,,2016-02-27 01:05:38.144317+00:00,,Criar webservice para inserir,,,milestone1,Jacqueline,,SPRINT 3,task
196,closed,2016-02-27 01:39:08.409211+00:00,,po,,,2016-02-27 01:05:48.028758+00:00,,Criar webservice para alterar,,,milestone1,Jacqueline,,SPRINT 3,task
197,closed,2016-02-27 01:39:07.599857+00:00,,po,,,2016-02-27 01:05:56.895789+00:00,,Criar webservice para excluir,,,milestone1,Jacqueline,,SPRINT 3,task
198,closed,2016-02-27 01:39:07.746259+00:00,,po,,,2016-02-27 01:06:05.535860+00:00,,Criar webservice para listar todos,,,milestone1,Jacqueline,,SPRINT 3,task
199,closed,2016-02-27 01:39:20.239250+00:00,,po,,,2016-02-27 01:06:14.622478+00:00,,Criar webservice para listar por id,,,milestone1,Jacqueline,,SPRINT 3,task
200,closed,2016-02-27 01:39:21.644587+00:00,,po,,,2016-02-27 01:06:22.239613+00:00,,Criar webservice para contar registros,,,milestone1,Jacqueline,,SPRINT 3,task
201,closed,2016-02-27 01:39:22.926946+00:00,,po,,,2016-02-27 01:06:34.177079+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Jacqueline,,SPRINT 3,task
202,closed,2016-02-27 01:39:25.159322+00:00,Desenvolver as operações CRUD para a classe Tipo de Agenda,po,Linear,,2016-02-27 01:07:21.978012+00:00,,Como desenvolvedor desejo implementar Webservices RestFul: Classe Tipo de Agenda,tipo de agenda,,milestone1,Victor,3,SPRINT 3,story
203,closed,2016-02-27 01:39:26.169380+00:00,,po,,,2016-02-27 01:07:32.477328+00:00,,Criar webservice para inserir,,,milestone1,Victor,,SPRINT 3,task
204,closed,2016-02-27 01:39:27.534465+00:00,,po,,,2016-02-27 01:07:40.030871+00:00,,Criar webservice para alterar,,,milestone1,Victor,,SPRINT 3,task
205,closed,2016-02-27 01:39:28.990549+00:00,,po,,,2016-02-27 01:07:50.260675+00:00,,Criar webservice para excluir,,,milestone1,Victor,,SPRINT 3,task
206,closed,2016-02-27 01:39:30.550789+00:00,,po,,,2016-02-27 01:09:00.014918+00:00,,Criar webservice para listar todos,,,milestone1,Victor,,SPRINT 3,task
207,closed,2016-02-27 01:39:32.085896+00:00,,po,,,2016-02-27 01:09:08.171663+00:00,,Criar webservice para listar por id,,,milestone1,Victor,,SPRINT 3,task
208,closed,2016-02-27 01:39:35.868717+00:00,,po,,,2016-02-27 01:09:18.548540+00:00,,Criar webservice para contar registros,,,milestone1,Victor,,SPRINT 3,task
209,closed,2016-02-27 01:39:37.261211+00:00,,po,,,2016-02-27 01:09:27.199875+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Victor,,SPRINT 3,task
210,closed,2016-02-27 01:39:37.537030+00:00,Desenvolver as operações CRUD para a classe tipo de evento,po,Linear,,2016-02-27 01:11:10.962124+00:00,,Como desenvolvedor desejo implementar Webservices RestFul: Classe Tipo de Evento,tipo de evento,,milestone1,Everton,3,SPRINT 3,story
211,closed,2016-02-27 01:39:38.571543+00:00,,po,,,2016-02-27 01:11:44.009891+00:00,,Criar webservice para inserir,,,milestone1,Everton,,SPRINT 3,task
212,closed,2016-02-27 01:39:40.196649+00:00,,po,,,2016-02-27 01:11:53.611396+00:00,,Criar webservice para alterar,,,milestone1,Everton,,SPRINT 3,task
213,closed,2016-02-27 01:39:40.534287+00:00,,po,,,2016-02-27 01:12:02.783468+00:00,,Criar webservice para excluir,,,milestone1,Everton,,SPRINT 3,task
214,closed,2016-02-27 01:39:40.351413+00:00,,po,,,2016-02-27 01:12:11.387669+00:00,,Criar webservice para listar todos,,,milestone1,Everton,,SPRINT 3,task
215,closed,2016-02-27 01:39:40.720147+00:00,,po,,,2016-02-27 01:12:20.167161+00:00,,Criar webservice para listar por id,,,milestone1,Everton,,SPRINT 3,task
216,closed,2016-02-27 01:39:44.600158+00:00,,po,,,2016-02-27 01:12:28.813835+00:00,,Criar webservice para contar registros,,,milestone1,Everton,,SPRINT 3,task
217,closed,2016-02-27 01:39:49.292882+00:00,,po,,,2016-02-27 01:12:36.813155+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Everton,,SPRINT 3,task
218,closed,2016-02-27 01:39:52.334817+00:00,Desenvolver as operações CRUD da classe Tipo de hospedagem,po,Linear,,2016-02-27 01:13:44.427063+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Tipo de Hospedagem,tipo de hospedagem,,milestone1,Eduardo,3,SPRINT 3,story
219,closed,2016-02-27 01:39:53.497656+00:00,,po,,,2016-02-27 01:14:02.624789+00:00,,Criar webservice para inserir,,,milestone1,Eduardo,,SPRINT 3,task
220,closed,2016-02-27 01:39:54.785800+00:00,,po,,,2016-02-27 01:14:11.413703+00:00,,Criar webservice para alterar,,,milestone1,Eduardo,,SPRINT 3,task
221,closed,2016-02-27 01:39:56.227381+00:00,,po,,,2016-02-27 01:14:19.909172+00:00,,Criar webservice para excluir,,,milestone1,Eduardo,,SPRINT 3,task
222,closed,2016-02-27 01:39:56.376436+00:00,,po,,,2016-02-27 01:14:27.605471+00:00,,Criar webservice para listar todos,,,milestone1,Eduardo,,SPRINT 3,task
223,closed,2016-02-27 01:39:58.633207+00:00,,po,,,2016-02-27 01:14:37.269559+00:00,,Criar webservice para listar por id,,,milestone1,Eduardo,,SPRINT 3,task
224,closed,2016-02-27 01:39:59.063204+00:00,,po,,,2016-02-27 01:14:46.651537+00:00,,Criar webservice para contar registros,,,milestone1,Eduardo,,SPRINT 3,task
225,closed,2016-02-27 01:39:58.874387+00:00,,po,,,2016-02-27 01:14:56.634926+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Eduardo,,SPRINT 3,task
226,closed,2016-02-27 01:39:59.303687+00:00,Desenvolver as operações CRUD da classe Tipo de Passeio,po,Linear,,2016-02-27 01:19:53.994120+00:00,,Como desenvolvedor desejo implementar Webservices RestFul: Classe Tipo de Passeio,tipo de passeio,,milestone1,Victor,3,SPRINT 3,story
227,closed,2016-02-27 01:40:02.636350+00:00,,po,,,2016-02-27 01:20:05.689334+00:00,,Criar webservice para inserir,,,milestone1,Victor,,SPRINT 3,task
228,closed,2016-02-27 01:40:02.884422+00:00,,po,,,2016-02-27 01:20:34.831239+00:00,,Criar webservice para alterar,,,milestone1,Victor,,SPRINT 3,task
229,closed,2016-02-27 01:40:05.171006+00:00,,po,,,2016-02-27 01:20:44.441214+00:00,,Criar webservice para excluir,,,milestone1,Victor,,SPRINT 3,task
230,closed,2016-02-27 01:40:05.340935+00:00,,po,,,2016-02-27 01:20:53.117634+00:00,,Criar webservice para listar todos,,,milestone1,Victor,,SPRINT 3,task
231,closed,2016-02-27 01:40:05.521866+00:00,,po,,,2016-02-27 01:21:01.440368+00:00,,Criar webservice para listar por id,,,milestone1,Victor,,SPRINT 3,task
232,closed,2016-02-27 01:40:05.675935+00:00,,po,,,2016-02-27 01:21:11.109476+00:00,,Criar webservice para contar registros,,,milestone1,Victor,,SPRINT 3,task
233,closed,2016-02-27 01:40:09.380237+00:00,,po,,,2016-02-27 01:21:23.961657+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Victor,,SPRINT 3,task
234,closed,2016-02-27 01:40:12.036076+00:00,Desenvolver as operações CRUD da classe de transporte,po,Linear,,2016-02-27 01:23:18.465149+00:00,,Como desenvolvedor desejo implementar o Webservice RestFul: Classe Tipo de Transporte,transporte,,milestone1,Wellington,3,SPRINT 3,story
235,closed,2016-02-27 01:40:13.498472+00:00,,po,,,2016-02-27 01:23:28.149302+00:00,,Criar webservice para inserir,,,milestone1,Wellington,,SPRINT 3,task
236,closed,2016-02-27 01:40:14.887639+00:00,,po,,,2016-02-27 01:23:36.283890+00:00,,Criar webservice para alterar,,,milestone1,Wellington,,SPRINT 3,task
237,closed,2016-02-27 01:40:15.138751+00:00,,po,,,2016-02-27 01:23:45.655933+00:00,,Criar webservice para excluir,,,milestone1,Wellington,,SPRINT 3,task
238,closed,2016-02-27 01:40:17.383517+00:00,,po,,,2016-02-27 01:23:54.689194+00:00,,Criar webservice para listar todos,,,milestone1,Wellington,,SPRINT 3,task
239,closed,2016-02-27 01:40:17.547904+00:00,,po,,,2016-02-27 01:24:04.495377+00:00,,Criar webservice para listar por id,,,milestone1,Wellington,,SPRINT 3,task
240,closed,2016-02-27 01:40:17.698158+00:00,,po,,,2016-02-27 01:24:13.479480+00:00,,Criar webservice para contar registros,,,milestone1,Wellington,,SPRINT 3,task
241,closed,2016-02-27 01:40:20.814350+00:00,,po,,,2016-02-27 01:24:23.275330+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Wellington,,SPRINT 3,task
242,closed,2016-02-27 01:40:22.072068+00:00,Desenvolver as operações CRUD da classe de transporte,po,Linear,,2016-02-27 01:27:23.149246+00:00,,Como desenvolvedor desejo implementar o Webservices RestFul: Classe Transporte,transporte,,milestone1,Everton,3,SPRINT 3,story
243,closed,2016-02-27 01:40:22.222963+00:00,,po,,,2016-02-27 01:27:30.972080+00:00,,Criar webservice para inserir,,,milestone1,Everton,,SPRINT 3,task
244,closed,2016-02-27 01:40:23.894909+00:00,,po,,,2016-02-27 01:27:40.018151+00:00,,Criar webservice para alterar,,,milestone1,Everton,,SPRINT 3,task
